ID,titel,authors,geners,image,year,lang,isbn
3379,PÃ¨re Goriot,['HonorÃ© de Balzac'],"['classics', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1834,eng,039397166X
3380,"Nemesis (Harry Hole, #4)","['Jo NesbÃ¸', 'Don Bartlett']","['crime', 'mystery', 'fiction', 'thriller', 'suspense']",https://images.gr-assets.com/books/1327312660m/3522419.jpg,2002,eng,61655503
3381,The Collected Poems,"['Sylvia Plath', 'Ted Hughes']","['poetry', 'classics', 'fiction', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1981,eng,808595040
3382,"Night Play (Dark-Hunter #5, Were-Hunter #1)",['Sherrilyn Kenyon'],"['paranormal', 'romance', 'fantasy', 'fiction']",https://images.gr-assets.com/books/1316131575m/84151.jpg,2004,eng,312992424
3383,Aleph,['Paulo Coelho'],"['fiction', 'spirituality', 'philosophy', 'fantasy', 'contemporary']",https://images.gr-assets.com/books/1397502326m/9086994.jpg,2010,por,
3384,"Perfection (Neighbor from Hell, #2)",['R.L. Mathewson'],"['romance', 'contemporary', 'chick-lit', 'fiction']",https://images.gr-assets.com/books/1406578931m/12351649.jpg,2011,eng,
3385,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis â and Themselves,['Andrew Ross Sorkin'],"['business', 'nonfiction', 'history']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,eng,670021253
3386,Magic Hour,['Kristin Hannah'],"['fiction', 'chick-lit', 'romance', 'contemporary', 'mystery']",https://images.gr-assets.com/books/1320542057m/1470232.jpg,2006,eng,345467531
3387,The Winter of Our Discontent,"['John Steinbeck', 'Susan Shillinglaw']","['classics', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1961,eng,143039482
3388,"Absalom, Absalom!",['William Faulkner'],"['classics', 'fiction', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1936,eng,679732187
3389,"Girl Online (Girl Online, #1)","['Zoe Sugg', 'Siobhan Curham']","['young-adult', 'contemporary', 'romance', 'fiction', 'chick-lit']",https://images.gr-assets.com/books/1410112710m/22510983.jpg,2014,eng,141357274
3390,Caddie Woodlawn  (Caddie Woodlawn #1),['Carol Ryrie Brink'],"['historical-fiction', 'classics', 'fiction', 'young-adult']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1935,eng,1416940286
3392,Knowing God,['J.I. Packer'],"['christian', 'nonfiction', 'religion', 'spirituality']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1973,eng,083081650X
3393,"The Halfling's Gem (Forgotten Realms: Icewind Dale, #3; Legend of Drizzt, #6)",['R.A. Salvatore'],"['fantasy', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1990,eng,786938250
3394,Hold Tight,['Harlan Coben'],"['mystery', 'fiction', 'thriller', 'suspense', 'crime', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,eng,525950608
3395,The Kindly Ones (The Sandman #9),"['Neil Gaiman', 'Marc Hempel', 'Richard Case', ""D'Israeli"", 'Teddy Kristiansen', 'Glyn Dillon', 'Charles Vess', 'Dean Ormston', 'Kevin Nowlan', 'Todd Klein', 'Frank McConnell']","['graphic-novels', 'comics', 'fantasy', 'fiction', 'horror']",https://images.gr-assets.com/books/1339922887m/71252.jpg,1996,eng,1563892049
3396,Worlds' End (The Sandman #8),"['Neil Gaiman', 'Mike Allred', 'Gary Amaro', 'Mark Buckingham', 'David Giordano', 'Tony Harris', 'Steve Leialoha', 'Vince Locke', 'Shea Anton Pensa', 'Alec Stevens', 'Bryan Talbot', 'John Watkiss', 'Todd Klein', 'Michael Zulli', 'Stephen King']","['graphic-novels', 'comics', 'fantasy', 'fiction', 'horror']",https://images.gr-assets.com/books/1339922260m/25103.jpg,1995,eng,1563891700
3397,The Chrysalids,['John Wyndham'],"['science-fiction', 'fiction', 'classics', 'fantasy', 'young-adult']",https://images.gr-assets.com/books/1271095852m/826845.jpg,1955,eng,140013083
3398,The Ugly Duckling,"['Hans Christian Andersen', 'Jerry Pinkney']","['classics', 'fiction', 'fantasy']",https://images.gr-assets.com/books/1381355973m/122967.jpg,1843,eng,068815932X
3400,The End of the Affair,"['Graham Greene', 'Monica Ali']","['fiction', 'classics', 'romance', 'religion']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1951,eng,99478447
3401,Who Do You Love,['Jennifer Weiner'],"['fiction', 'chick-lit', 'romance', 'contemporary']",https://images.gr-assets.com/books/1432136838m/25205422.jpg,2015,eng,145161781X
3402,Bambi,"['Felix Salten', 'Barbara Cooney']","['classics', 'fiction', 'fantasy', 'young-adult']",https://images.gr-assets.com/books/1344401718m/739840.jpg,1923,eng,067166607X
3403,The Lathe of Heaven,['Ursula K. Le Guin'],"['science-fiction', 'fiction', 'fantasy', 'classics']",https://images.gr-assets.com/books/1433084322m/59924.jpg,1971,eng,60512741
3404,The Histories,"['Herodotus', 'Aubrey de SÃ©lincourt', 'John M. Marincola']","['history', 'classics', 'nonfiction', 'philosophy']",https://images.gr-assets.com/books/1399225547m/1362.jpg,-440,eng,140449086
3406,The Dante Club,['Matthew Pearl'],"['mystery', 'fiction', 'historical-fiction', 'thriller', 'crime', 'suspense']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,eng,034549038X
3407,"The Shelters of Stone (Earth's Children, #5)",['Jean M. Auel'],"['historical-fiction', 'fiction', 'fantasy', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002,eng,553382616
3408,"Hunting Ground (Alpha & Omega, #2)",['Patricia Briggs'],"['fantasy', 'paranormal', 'romance', 'fiction']",https://images.gr-assets.com/books/1375461295m/5292853.jpg,2009,eng,044101738X
3409,The Winner Stands Alone,['Paulo Coelho'],"['fiction', 'thriller', 'contemporary', 'philosophy', 'mystery', 'romance', 'crime']",https://images.gr-assets.com/books/1358266380m/5356711.jpg,2008,eng,61750441
3410,Centennial,['James A. Michener'],"['historical-fiction', 'fiction', 'classics']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1974,eng,449214192
3411,"The Body Finder (The Body Finder, #1)",['Kimberly Derting'],"['young-adult', 'paranormal', 'mystery', 'fantasy', 'romance', 'fiction', 'suspense', 'thriller']",https://images.gr-assets.com/books/1358266631m/6261522.jpg,2010,eng,61779814
3412,Enduring Love,['Ian McEwan'],"['fiction', 'contemporary', 'romance']",https://images.gr-assets.com/books/1313656531m/6870.jpg,1997,eng,99481243
3413,First Things First,"['Stephen R. Covey', 'A. Roger Merrill', 'Rebecca R. Merrill']","['self-help', 'business', 'nonfiction', 'psychology', 'philosophy']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1993,eng,684802031
3414,"Dragonsong (Harper Hall, #1)",['Anne McCaffrey'],"['fantasy', 'science-fiction', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1407659596m/28541.jpg,1976,eng,141692499X
3415,Annie on My Mind,['Nancy Garden'],"['young-adult', 'romance', 'fiction', 'contemporary', 'classics']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1982,eng,374404143
3416,Pirate Latitudes,['Michael Crichton'],"['fiction', 'historical-fiction', 'thriller', 'fantasy']",https://images.gr-assets.com/books/1332304096m/6428887.jpg,2009,eng,61929379
3417,Motherless Brooklyn,['Jonathan Lethem'],"['fiction', 'mystery', 'crime', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1999,eng,375724834
3418,"Noughts & Crosses (Noughts & Crosses, #1)",['Malorie Blackman'],"['young-adult', 'romance', 'fiction', 'science-fiction', 'fantasy', 'contemporary']",https://images.gr-assets.com/books/1443903273m/714902.jpg,2001,eng,552555703
3419,Incidents in the Life of a Slave Girl,['Harriet Jacobs'],"['nonfiction', 'history', 'classics', 'memoir', 'biography']",https://images.gr-assets.com/books/1418788224m/152519.jpg,1861,eng,486419312
3420,"The Enchantress (The Secrets of the Immortal Nicholas Flamel, #6)",['Michael Scott'],"['fantasy', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1317844406m/8519822.jpg,2012,eng,385735359
3422,"Come Away with Me (With Me in Seattle, #1)",['Kristen Proby'],"['romance', 'contemporary', 'chick-lit', 'fiction']",https://images.gr-assets.com/books/1350383614m/16070521.jpg,2012,eng,
3423,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,['T. Harv Eker'],"['business', 'self-help', 'nonfiction', 'psychology']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,eng,60763280
3424,"Taken at Dusk (Shadow Falls, #3)",['C.C. Hunter'],"['young-adult', 'paranormal', 'fantasy', 'romance']",https://images.gr-assets.com/books/1320918098m/12866426.jpg,2012,eng,312624697
3425,Wonder Boys,"['Michael Chabon', 'Hans Hermann']","['fiction', 'contemporary']",https://images.gr-assets.com/books/1380670205m/16707.jpg,1995,ger,3423124172
3426,"Taking Chances (Taking Chances, #1)",['Molly McAdams'],"['romance', 'contemporary', 'young-adult', 'chick-lit', 'fiction']",https://images.gr-assets.com/books/1344296221m/15739018.jpg,2012,eng,
3427,The Buddha in the Attic,['Julie Otsuka'],"['historical-fiction', 'fiction']",https://images.gr-assets.com/books/1327878988m/10464963.jpg,2011,eng,307700003
3428,Fierce Invalids Home from Hot Climates,['Tom Robbins'],"['fiction', 'contemporary']",https://images.gr-assets.com/books/1327866336m/8680.jpg,2000,eng,055337933X
3430,"The Lying Game (The Lying Game, #1)",['Sara Shepard'],"['young-adult', 'mystery', 'contemporary', 'fiction', 'romance', 'chick-lit', 'thriller']",https://images.gr-assets.com/books/1316916749m/8428069.jpg,2010,eng,61869708
3431,"Body Double (Rizzoli & Isles, #4)",['Tess Gerritsen'],"['mystery', 'thriller', 'crime', 'fiction', 'suspense']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,eng,034545894X
3432,The Opposite of Loneliness: Essays and Stories,['Marina Keegan'],"['nonfiction', 'memoir', 'contemporary', 'biography']",https://images.gr-assets.com/books/1401056149m/18143905.jpg,2014,eng,147675361X
3433,The Solitude of Prime Numbers,"['Paolo Giordano', 'Shaun Whiteside']","['fiction', 'contemporary', 'romance', 'young-adult']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,eng,670021482
3434,"Clash (Crash, #2)",['Nicole  Williams'],"['romance', 'young-adult', 'contemporary', 'sports', 'chick-lit', 'fiction']",https://images.gr-assets.com/books/1345393364m/15835685.jpg,2012,eng,
3435,"Fortunately, the Milk","['Neil Gaiman', 'Skottie Young']","['fantasy', 'fiction', 'young-adult', 'science-fiction']",https://images.gr-assets.com/books/1380963103m/17349203.jpg,2013,eng,62224077
3436,"Ms. Marvel, Vol. 1: No Normal","['G. Willow Wilson', 'Adrian Alphona']","['graphic-novels', 'comics', 'young-adult', 'fiction', 'fantasy', 'science-fiction']",https://images.gr-assets.com/books/1413031883m/20898019.jpg,2014,eng,078519021X
3437,Slave to Sensation (Psy-Changeling #1),['Nalini Singh'],"['romance', 'paranormal', 'fantasy', 'science-fiction', 'fiction']",https://images.gr-assets.com/books/1403541641m/178476.jpg,2006,eng,425212866
3438,ÙÙØªØºÙØ±Ù,['Ø£Ø«ÙØ± Ø¹Ø¨Ø¯Ø§ÙÙÙ Ø§ÙÙØ´ÙÙ'],"['romance', 'fiction', 'contemporary']",https://images.gr-assets.com/books/1382532147m/18711993.jpg,2013,ara,
3439,"Al Capone Does My Shirts (Al Capone at Alcatraz, #1)",['Gennifer Choldenko'],"['historical-fiction', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1309198452m/89716.jpg,2004,eng,142403709
3440,"The Fall (The Strain Trilogy, #2)","['Guillermo del Toro', 'Chuck Hogan']","['horror', 'fiction', 'fantasy', 'thriller', 'science-fiction', 'paranormal']",https://images.gr-assets.com/books/1327934155m/6723348.jpg,2009,eng,61558222
3441,"The Raven King (The Raven Cycle, #4)",['Maggie Stiefvater'],"['fantasy', 'young-adult', 'paranormal', 'romance', 'fiction']",https://images.gr-assets.com/books/1477103790m/17378527.jpg,2016,eng,545424984
3443,Portrait of a Killer: Jack the Ripper - Case Closed,['Patricia Cornwell'],"['nonfiction', 'history', 'crime', 'mystery', 'biography', 'thriller', 'horror']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002,eng,425192733
3444,"The Thief (The Queen's Thief, #1)",['Megan Whalen Turner'],"['fantasy', 'young-adult', 'fiction', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1996,eng,60824972
3445,"Succubus Blues (Georgina Kincaid, #1)",['Richelle Mead'],"['paranormal', 'fantasy', 'romance']",https://images.gr-assets.com/books/1361624810m/235718.jpg,2007,eng,758216416
3446,When God Was a Rabbit,['Sarah Winman'],"['fiction', 'contemporary', 'young-adult']",https://images.gr-assets.com/books/1311417203m/8874743.jpg,2011,eng,755379284
3447,Love & Misadventure,['Lang Leav'],"['poetry', 'romance', 'young-adult', 'contemporary', 'fiction']",https://images.gr-assets.com/books/1370084153m/18003300.jpg,2013,eng,473235501
3448,Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,"['Francis Chan', 'Danae Yankoski']","['christian', 'nonfiction', 'religion', 'spirituality']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,eng,1434767957
3449,Term Limits,['Vince Flynn'],"['fiction', 'thriller', 'mystery', 'suspense', 'crime']",https://images.gr-assets.com/books/1311847654m/85392.jpg,1997,eng,671023187
3450,"Crooked Letter, Crooked Letter",['Tom Franklin'],"['mystery', 'fiction', 'crime', 'thriller', 'suspense']",https://images.gr-assets.com/books/1292689648m/7948230.jpg,2009,eng,60594667
3451,Letters to a Young Poet,"['Rainer Maria Rilke', 'Reginald Snell', 'Franz Xaver Kappus']","['poetry', 'nonfiction', 'classics', 'philosophy', 'art', 'memoir']",https://images.gr-assets.com/books/1321994947m/46199.jpg,1929,eng,486422453
3452,"Princess in the Spotlight (The Princess Diaries, #2)",['Meg Cabot'],"['young-adult', 'romance', 'chick-lit', 'fiction', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,eng,64472795
3453,"Of Poseidon (The Syrena Legacy, #1)",['Anna Banks'],"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']",https://images.gr-assets.com/books/1327879889m/12425532.jpg,2012,eng,1250003326
3454,Night Embrace (Dark-Hunter #2),['Sherrilyn Kenyon'],"['paranormal', 'romance', 'fantasy', 'fiction']",https://images.gr-assets.com/books/1171050611m/84140.jpg,2002,eng,312984820
3455,"The Lake House (When the Wind Blows, #2)",['James Patterson'],"['fiction', 'mystery', 'thriller', 'fantasy', 'science-fiction', 'suspense', 'crime']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,eng,446696587
3456,Run,['Ann Patchett'],"['fiction', 'contemporary']",https://images.gr-assets.com/books/1327362631m/80566.jpg,2007,eng,61340634
3457,Les Fleurs du Mal,"['Charles Baudelaire', 'Richard Howard']","['poetry', 'classics', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1857,eng,879234628
3459,Les Liaisons dangereuses,"['Pierre-Ambroise Choderlos de Laclos', 'Douglas ParmÃ©e']","['classics', 'fiction', 'romance', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1782,eng,192838679
3460,The Railway Children,['E. Nesbit'],"['classics', 'fiction', 'historical-fiction', 'young-adult']",https://images.gr-assets.com/books/1328865877m/164531.jpg,1906,eng,486410226
3461,"The Last Mile (Amos Decker, #2)",['David Baldacci'],"['mystery', 'fiction', 'thriller', 'crime', 'suspense']",https://images.gr-assets.com/books/1450227326m/26245853.jpg,2016,eng,1455566020
3462,"Snuff (Discworld, #39; City Watch #8)",['Terry Pratchett'],"['fantasy', 'fiction', 'mystery', 'crime']",https://images.gr-assets.com/books/1302694636m/8785374.jpg,2011,eng,038561926X
3463,"Magic Slays (Kate Daniels, #5)",['Ilona Andrews'],"['fantasy', 'paranormal', 'romance']",https://images.gr-assets.com/books/1288727226m/8559047.jpg,2011,eng,441020429
3464,The Doors of Perception & Heaven and Hell,['Aldous Huxley'],"['philosophy', 'nonfiction', 'psychology', 'classics', 'spirituality', 'religion', 'science', 'thriller']",https://images.gr-assets.com/books/1375947566m/5128.jpg,1956,eng,60595183
3465,"Rich Man, Poor Man",['Irwin Shaw'],"['fiction', 'classics', 'historical-fiction', 'contemporary', 'romance']",https://images.gr-assets.com/books/1353725186m/315519.jpg,1969,eng,440174244
3468,The Rapture of Canaan,['Sheri Reynolds'],"['fiction', 'religion', 'contemporary', 'historical-fiction', 'spirituality']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995,eng,425162443
3469,"Alas, Babylon",['Pat Frank'],"['fiction', 'science-fiction', 'classics']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1959,eng,60741872
3470,"The Third Option (Mitch Rapp, #4)",['Vince Flynn'],"['fiction', 'thriller', 'mystery', 'suspense']",https://images.gr-assets.com/books/1314830587m/184661.jpg,2000,eng,743499697
3471,"The Stonekeeper (Amulet, #1)",['Kazu Kibuishi'],"['graphic-novels', 'fantasy', 'comics', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1327866356m/1238684.jpg,2008,eng,439846803
3472,The Complete Stories,"[""Flannery O'Connor""]","['fiction', 'classics']",https://images.gr-assets.com/books/1489956381m/284996.jpg,1971,eng,374515360
3473,"Dark Visions (Dark Visions, #1-3)",['L.J. Smith'],"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",https://images.gr-assets.com/books/1296605183m/6780439.jpg,1991,eng,1847386823
3474,"Tower Lord (Raven's Shadow, #2)",['Anthony  Ryan'],"['fantasy', 'fiction']",https://images.gr-assets.com/books/1382486392m/18138189.jpg,2014,eng,425265625
3475,Look Again,['Lisa Scottoline'],"['mystery', 'fiction', 'thriller', 'suspense', 'crime']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,eng,312380720
3476,Fever Pitch,['Nick Hornby'],"['fiction', 'sports', 'contemporary']",https://images.gr-assets.com/books/1426114203m/4264.jpg,1992,eng,1573226882
3477,"Pandora (New Tales of the Vampires, #1)",['Anne Rice'],"['horror', 'fantasy', 'fiction', 'paranormal', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,spa,8466302948
3478,"Tricked (The Iron Druid Chronicles, #4)",['Kevin Hearne'],"['fantasy', 'fiction', 'paranormal']",https://images.gr-assets.com/books/1324455119m/12700306.jpg,2012,eng,345533623
3479,The Coldest Winter Ever,['Sister Souljah'],"['fiction', 'young-adult', 'contemporary', 'classics']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1999,eng,1416521690
3481,The Vegetarian,"['Han Kang', 'Deborah     Smith']","['fiction', 'contemporary', 'horror']",https://images.gr-assets.com/books/1478196580m/25489025.jpg,2007,eng,553448188
3482,The Castle,"['Franz Kafka', 'Mark Harman', 'Regaip Minareci', 'Åerif YeÅilbucak']","['fiction', 'classics', 'philosophy']",https://images.gr-assets.com/books/1331696371m/333538.jpg,1926,eng,805211063
3483,"Emperor of Thorns (The Broken Empire, #3)",['Mark  Lawrence'],"['fantasy', 'fiction', 'science-fiction']",https://images.gr-assets.com/books/1352546239m/15985373.jpg,2013,eng,425256855
3484,A Modest Proposal,['Jonathan Swift'],"['classics', 'fiction', 'philosophy']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1729,eng,1605977276
3485,Letter to a Christian Nation,['Sam Harris'],"['nonfiction', 'religion', 'philosophy', 'science', 'spirituality']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,eng,307265773
3486,"Shadow Souls (The Vampire Diaries: The Return, #2)",['L.J. Smith'],"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'horror']",https://images.gr-assets.com/books/1347424332m/6441509.jpg,2010,eng,006172081X
3487,When It Happens,['Susane Colasanti'],"['young-adult', 'romance', 'contemporary', 'chick-lit', 'fiction']",https://images.gr-assets.com/books/1268350521m/781046.jpg,2006,eng,670060291
3488,The Rise of Theodore Roosevelt,['Edmund Morris'],"['biography', 'history', 'nonfiction']",https://images.gr-assets.com/books/1452010007m/40929.jpg,1979,eng,375756787
3489,"Doomsday Book (Oxford Time Travel, #1)",['Connie Willis'],"['science-fiction', 'historical-fiction', 'fiction', 'fantasy']",https://images.gr-assets.com/books/1403972500m/24983.jpg,1992,eng,553562738
3490,"The Escape (John Puller, #3)",['David Baldacci'],"['thriller', 'fiction', 'mystery', 'suspense', 'crime']",https://images.gr-assets.com/books/1404163742m/20767918.jpg,2014,eng,1455521191
3491,Just Mercy: A Story of Justice and Redemption,['Bryan Stevenson'],"['nonfiction', 'memoir', 'history', 'biography']",https://images.gr-assets.com/books/1420795201m/20342617.jpg,2014,eng,812994523
3492,"The Seeress of Kell (The Malloreon, #5)",['David Eddings'],"['fantasy', 'fiction', 'young-adult']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1991,eng,552148067
3493,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",['Brian L. Weiss'],"['nonfiction', 'spirituality', 'psychology', 'self-help', 'philosophy', 'biography', 'memoir', 'science']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1988,eng,446520594
3495,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",['Keith Ferrazzi'],"['business', 'nonfiction', 'self-help', 'psychology']",https://images.gr-assets.com/books/1320417949m/84699.jpg,2005,eng,385512058
3496,"This Side of the Grave (Night Huntress, #5)",['Jeaniene Frost'],"['paranormal', 'romance', 'fantasy', 'fiction']",https://images.gr-assets.com/books/1282659107m/6871617.jpg,2011,eng,61783188
3497,"First Test (Protector of the Small, #1)",['Tamora Pierce'],"['fantasy', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1320478357m/153784.jpg,1999,eng,679889175
3498,On the Jellicoe Road,['Melina Marchetta'],"['young-adult', 'contemporary', 'fiction', 'mystery', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,eng,670070297
3499,The Natural Way to Draw,"['Kimon Nicolaides', 'Mamie Harmon']","['art', 'nonfiction', 'science']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1941,eng,395530075
3500,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",['R.A. Salvatore'],"['fantasy', 'fiction']",https://images.gr-assets.com/books/1457322786m/66692.jpg,1989,eng,088038672X
3501,Angry Housewives Eating Bon Bons,['Lorna Landvik'],"['fiction', 'chick-lit', 'contemporary', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,eng,345475690
3503,If You Could See Me Now,['Cecelia Ahern'],"['chick-lit', 'romance', 'fiction', 'fantasy', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,eng,140130866X
3504,The Known World,['Edward P. Jones'],"['historical-fiction', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,eng,61159174
3505,Giovanni's Room,['James     Baldwin'],"['fiction', 'classics', 'romance']",https://images.gr-assets.com/books/1501485157m/38462.jpg,1956,eng,141186356
3506,"Absolute Boyfriend, Vol. 1",['Yuu Watase'],"['manga', 'romance', 'graphic-novels', 'young-adult', 'comics', 'fantasy', 'fiction', 'science-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1000,eng,1421500167
3508,"Swann's Way (In Search of Lost Time, #1)","['Marcel Proust', 'Simon Vance', 'Lydia Davis']","['classics', 'fiction', 'philosophy']",https://images.gr-assets.com/books/1452956236m/12749.jpg,1913,eng,142437964
3509,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear","['Don    Wood', 'Audrey Wood']","['fiction', 'fantasy', 'classics']",https://images.gr-assets.com/books/1413750983m/682920.jpg,1984,eng,859536599
3510,"Cerulean Sins (Anita Blake, Vampire Hunter, #11)",['Laurell K. Hamilton'],"['paranormal', 'fantasy', 'romance', 'fiction', 'horror']",https://images.gr-assets.com/books/1396595697m/30245.jpg,2003,eng,515136816
3511,Eva Luna,"['Isabel Allende', 'Margaret Sayers Peden']","['fiction', 'historical-fiction', 'classics', 'romance']",https://images.gr-assets.com/books/1478631242m/149196.jpg,1987,es,553280589
3512,"Robopocalypse (Robopocalypse, #1)",['Daniel H. Wilson'],"['science-fiction', 'fiction', 'thriller', 'fantasy']",https://images.gr-assets.com/books/1327885891m/9634967.jpg,2011,eng,385533853
3513,"Fear Nothing (Moonlight Bay, #1)",['Dean Koontz'],"['horror', 'fiction', 'thriller', 'mystery', 'suspense', 'science-fiction', 'fantasy', 'romance', 'paranormal']",https://images.gr-assets.com/books/1168390806m/32432.jpg,1998,eng,553579754
3514,"First Drop of Crimson (Night Huntress World, #1)",['Jeaniene Frost'],"['paranormal', 'romance', 'fantasy', 'fiction']",https://images.gr-assets.com/books/1255471887m/6547187.jpg,2010,eng,61583227
3515,"Plum Lucky (Stephanie Plum, #13.5)",['Janet Evanovich'],"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']",https://images.gr-assets.com/books/1217483848m/1434105.jpg,2008,eng,312377630
3516,This Charming Man,['Marian Keyes'],"['chick-lit', 'fiction', 'romance', 'contemporary']",https://images.gr-assets.com/books/1328451976m/2334751.jpg,2008,eng,718149122
3518,"The Secret Diary of Adrian Mole, Aged 13 3/4  (Adrian Mole, #1)",['Sue Townsend'],"['fiction', 'young-adult', 'contemporary', 'classics']",https://images.gr-assets.com/books/1285269220m/51070.jpg,1982,eng,60533994
3519,The Razor's Edge,['W. Somerset Maugham'],"['fiction', 'classics', 'philosophy', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1944,eng,1400034205
3520,"Amphigorey (Amphigorey, #1)",['Edward Gorey'],"['art', 'graphic-novels', 'comics', 'fiction', 'poetry', 'horror']",https://images.gr-assets.com/books/1327649608m/47559.jpg,1972,eng,399504338
